+------------+------------------+------------------------+-----------------+------------------+------------------------------------------------------------------------------+
|         ID | DimensionType ID | Name                   | shouldLoadSpawn | Currently loaded | WorldProvider class                                                          |
+------------+------------------+------------------------+-----------------+------------------+------------------------------------------------------------------------------+
|          0 |                0 | overworld              |            true |             true | net.minecraft.world.WorldProviderSurface                                     |
|          1 |                1 | the_end                |           false |            false | net.minecraft.world.WorldProviderEnd                                         |
|         50 |               50 | The Abyssal Wasteland  |           false |            false | com.shinoow.abyssalcraft.common.world.WorldProviderAbyss                     |
|         51 |               51 | The Dreadlands         |           false |            false | com.shinoow.abyssalcraft.common.world.WorldProviderDreadlands                |
|         52 |               52 | Omothol                |           false |            false | com.shinoow.abyssalcraft.common.world.WorldProviderOmothol                   |
|         53 |               53 | The Dark Realm         |           false |            false | com.shinoow.abyssalcraft.common.world.WorldProviderDarkRealm                 |
|        684 |              684 | limbo                  |           false |            false | org.dimdev.dimdoors.shared.world.limbo.WorldProviderLimbo                    |
|        685 |              685 | private_pockets        |           false |            false | org.dimdev.dimdoors.shared.world.pocketdimension.WorldProviderPersonalPocket |
|        686 |              686 | public_pockets         |           false |            false | org.dimdev.dimdoors.shared.world.pocketdimension.WorldProviderPublicPocket   |
|        687 |              687 | dungeon_pockets        |           false |             true | org.dimdev.dimdoors.shared.world.pocketdimension.WorldProviderDungeonPocket  |
|        688 |              687 | dungeon_pockets        |           false |            false | org.dimdev.dimdoors.shared.world.pocketdimension.WorldProviderDungeonPocket  |
|         66 |               66 | EREBUS                 |           false |            false | erebus.world.WorldProviderErebus                                             |
|        111 |              111 | lostcities             |           false |            false | mcjty.lostcities.dimensions.world.LostWorldProvider                          |
|      14676 |            14676 | emptiness              |           false |            false | thecodex6824.thaumicaugmentation.common.world.WorldProviderEmptiness         |
|         20 |               20 | betweenlands           |           false |            false | thebetweenlands.common.world.WorldProviderBetweenlands                       |
|          4 |                4 | AetherI                |           false |            false | com.gildedgames.the_aether.world.AetherWorldProvider                         |
|     -11325 |           -11325 | Deep Dark              |           false |            false | com.rwtema.extrautils2.dimensions.deep_dark.WorldProviderDeepDark            |
|      -9999 |            -9999 | ExtraUtils2_Quarry_Dim |            true |             true | com.rwtema.extrautils2.dimensions.workhousedim.WorldProviderSpecialDim       |
|       4598 |             4598 | nc_wasteland           |           false |            false | nc.worldgen.dimension.WorldProviderWasteland                                 |
| -343800852 |       -343800852 | Spectre                |            true |             true | lumien.randomthings.handler.spectre.SpectreWorldProvider                     |
|          7 |                7 | twilight_forest        |           false |            false | twilightforest.world.WorldProviderTwilightForest                             |
|         -2 |                3 | space                  |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderSpace                |
|          2 |              -11 | Storage Cell           |            true |             true | appeng.spatial.StorageWorldProvider                                          |
|          3 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|          6 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|          8 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|          9 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         10 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         11 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         12 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         13 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         14 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         15 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         16 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         17 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         18 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         19 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         21 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         22 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         23 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         24 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         25 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         26 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         27 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         28 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         29 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         30 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         31 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         32 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         33 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         34 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         35 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         36 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         37 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         38 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         39 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         40 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         41 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         42 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         43 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         44 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         45 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         46 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         47 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         48 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         49 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         54 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         55 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         56 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         57 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         58 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         59 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         60 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         61 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         62 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         63 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         64 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         65 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         67 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         68 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         69 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         70 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         71 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         72 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         73 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         74 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         75 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         76 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         77 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         78 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         79 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         80 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         81 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         82 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         83 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         84 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         85 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         86 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         87 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         88 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         89 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         90 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         91 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         92 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         93 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         94 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         95 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         96 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         97 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         98 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         99 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        101 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        102 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        103 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        104 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        105 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        106 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        107 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        108 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        109 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        110 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        112 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|        113 |                2 | planet                 |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet               |
|         -1 |               -1 | Nether                 |           false |             true | logictechcorp.netherex.world.WorldProviderNetherEx                           |
+------------+------------------+------------------------+-----------------+------------------+------------------------------------------------------------------------------+
|         ID | DimensionType ID | Name                   | shouldLoadSpawn | Currently loaded | WorldProvider class                                                          |
+------------+------------------+------------------------+-----------------+------------------+------------------------------------------------------------------------------+
